"ID
(#):","Week
(#):","Date
(mm-dd-yy):","Distance
(mi):","Time
(h:m:s):","Minutes
(min):","Pace
(min/mi):","Elevation Gain
(ft):","Max Elevation
(ft):","Calories
(Cal):",App:,Shoes:,City:,Run Type:,Terrain:,Group Name:,Location Note:
194,38,06-11-25,6.28,0:53:18,53.30,8:29,71,2427,847,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
195,38,06-12-25,6.29,0:51:45,51.75,8:14,74,2427,849,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
196,38,06-13-25,6.30,0:50:17,50.28,7:59,72,2427,849,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
197,38,06-14-25,6.31,0:48:04,48.07,7:37,74,2427,852,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
198,38,06-15-25,6.32,0:49:44,49.73,7:52,74,2427,853,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
199,39,06-16-25,6.32,0:50:57,50.95,8:04,73,2427,852,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
200,39,06-17-25,6.33,0:49:06,49.10,7:45,73,2427,853,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
201,39,06-18-25,6.34,0:51:08,51.13,8:04,74,2427,855,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
202,39,06-19-25,6.30,0:52:45,52.75,8:22,74,2427,850,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
203,39,06-20-25,6.25,0:50:00,50.00,8:00,74,2427,845,None,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
204,39,06-21-25,6.23,0:48:59,48.98,7:52,74,2427,841,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
205,39,06-22-25,6.25,0:47:23,47.38,7:35,74,2427,843,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
206,40,06-23-25,6.36,0:49:23,49.38,7:46,72,2427,858,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
207,40,06-24-25,6.06,0:47:09,47.15,7:47,66,2427,817,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
208,40,06-25-25,6.78,0:59:26,59.43,8:46,74,2427,915,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
209,40,06-26-25,6.31,0:50:32,50.53,8:01,72,2472,851,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
210,40,06-28-25,6.28,0:51:57,51.95,8:16,72,2427,848,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
211,40,06-29-25,6.24,0:52:03,52.05,8:20,73,2427,841,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
212,41,07-02-25,6.37,0:51:38,51.63,8:06,73,2427,859,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
213,41,07-02-25,6.24,0:55:33,55.55,8:54,72,2427,843,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
214,41,07-06-25,6.46,0:54:24,54.40,8:25,72,2427,871,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
215,42,07-07-25,6.26,0:55:39,55.65,8:53,72,2427,845,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
216,42,07-09-25,6.42,0:57:04,57.07,8:53,71,2427,866,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
217,42,07-10-25,6.31,0:56:34,56.57,8:58,52,2427,851,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
218,42,07-12-25,6.27,0:55:28,55.47,8:51,52,2427,846,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
219,42,07-13-25,6.28,0:53:33,53.55,8:32,52,2427,847,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
220,43,07-14-25,6.26,0:54:58,54.97,8:47,52,2427,844,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
221,43,07-15-25,5.29,0:44:00,44.00,8:19,56,2427,714,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
222,43,07-18-25,7.45,1:06:58,66.97,8:59,75,2427,1006,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
223,43,07-19-25,6.30,0:57:48,57.80,9:10,52,2427,850,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
224,43,07-19-25,6.25,0:59:59,59.98,9:36,52,2427,842,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
225,43,07-20-25,6.25,0:57:41,57.68,9:14,53,2427,842,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
226,44,07-22-25,6.23,0:59:27,59.45,9:33,59,2427,841,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
227,44,07-23-25,6.27,0:58:27,58.45,9:19,52,2427,846,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
228,44,07-26-25,6.32,0:58:49,58.82,9:18,52,2427,852,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
229,44,07-27-25,6.27,0:57:41,57.68,9:12,52,2427,846,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
230,45,07-28-25,6.24,0:58:22,58.37,9:21,61,2427,841,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
231,45,07-29-25,6.24,0:55:22,55.37,8:52,61,2427,842,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
232,45,07-30-25,6.52,1:00:48,60.80,9:20,64,2427,879,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
233,45,08-02-25,7.68,1:05:30,65.50,8:32,64,2427,1036,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
234,46,08-04-25,6.53,0:55:35,55.58,8:31,61,2427,880,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
235,46,08-05-25,6.56,0:55:00,55.00,8:23,61,2427,885,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
236,46,08-06-25,6.91,0:56:19,56.32,8:09,75,2427,933,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
237,46,08-07-25,6.62,0:55:26,55.43,8:22,73,2427,894,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
238,46,08-08-25,6.67,0:57:14,57.23,8:35,64,2427,900,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
239,46,08-09-25,6.59,0:58:27,58.45,8:52,71,2427,889,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
240,46,08-10-25,6.56,1:01:14,61.23,9:20,64,2427,885,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
241,47,08-11-25,6.50,0:55:00,55.00,8:28,64,2427,878,None,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
242,47,08-12-25,6.66,1:03:13,63.22,9:30,63,2427,899,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
243,47,08-13-25,6.24,1:01:42,61.70,9:53,184,330,845,Strava,Asics Gel-Cumulus 26,Cambria,Solo,Dirt Hills,,Cambria Ranch Trail
244,47,08-14-25,6.35,0:55:25,55.42,8:44,197,330,862,Strava,Asics Gel-Contend 7,Cambria,Solo,Dirt Hills,,Cambria Ranch Trail
245,47,08-15-25,6.00,1:00:10,60.17,10:02,619,447,843,Strava,Asics Gel-Cumulus 26,Salinas,Solo,Dirt Hills,,Monterey County Trail
246,47,08-16-25,6.77,1:03:17,63.28,9:21,752,532,955,Strava,Asics Gel-Cumulus 26,Salinas,Solo,Dirt Hills,,Monterey County Trail
247,47,08-17-25,7.85,1:10:58,70.97,9:02,1048,532,1139,Strava,Asics Gel-Cumulus 26,Salinas,Solo,Dirt Hills,,Monterey County Trail
248,48,08-18-25,13.13,2:13:05,133.08,10:08,138,2427,1770,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
249,48,08-19-25,6.36,0:56:43,56.72,8:55,71,2427,858,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
250,48,08-20-25,7.58,1:09:39,69.65,9:11,87,2550,1023,Strava,Asics Gel-Cumulus 26,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
251,48,08-21-25,6.56,0:58:38,58.63,8:56,64,2427,885,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
252,48,08-22-25,6.63,0:58:46,58.77,8:52,71,2427,894,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
253,48,08-23-25,6.55,0:59:40,59.67,9:07,64,2427,883,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
254,48,08-24-25,5.44,0:57:35,57.58,10:35,637,2956,785,Strava,Asics Gel-Cumulus 26,Boise,Run Club,Dirt Hills,BAR,Camel's Back Trail
255,48,08-24-25,6.49,1:01:14,61.23,9:26,64,2427,875,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
256,49,08-25-25,6.63,0:59:35,59.58,8:59,71,2427,894,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
257,49,08-26-25,6.57,0:56:02,56.03,8:32,71,2427,887,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
258,49,08-27-25,7.34,1:03:21,63.35,8:38,79,2550,992,Strava,Asics Gel-Cumulus 26,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
259,49,08-28-25,6.64,0:57:12,57.20,8:37,64,2427,896,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
260,49,08-29-25,6.63,0:57:32,57.53,8:41,64,2427,894,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
261,49,08-30-25,3.28,0:25:41,25.68,7:50,23,2427,443,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
262,49,08-31-25,6.63,1:00:31,60.52,9:08,64,2427,894,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
263,50,09-01-25,6.50,1:00:19,60.32,9:17,65,2427,877,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
264,50,09-02-25,4.32,0:34:28,34.47,7:59,45,2427,583,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
265,50,09-03-25,8.14,1:12:04,72.07,8:51,95,2550,1100,Strava,Asics Gel-Cumulus 26,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
266,50,09-04-25,6.61,0:58:54,58.90,8:55,64,2427,891,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
267,50,09-05-25,4.09,0:33:04,33.07,8:05,48,2427,552,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
268,50,09-06-25,6.52,0:56:05,56.08,8:36,64,2427,880,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
269,50,09-06-25,13.13,2:03:14,123.23,9:23,127,2427,1771,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
270,50,09-07-25,6.80,1:04:41,64.68,9:31,76,2427,918,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
271,51,09-08-25,5.85,0:49:04,49.07,8:23,66,2427,790,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
272,51,09-09-25,6.30,0:53:16,53.27,8:27,64,2427,850,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
273,51,09-10-25,6.57,1:00:09,60.15,9:09,73,2427,886,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
274,51,09-10-25,4.01,0:34:26,34.43,8:35,69,2550,543,Strava,Asics Gel-Cumulus 26,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
275,51,09-11-25,6.62,0:55:14,55.23,8:21,62,2427,894,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
276,51,09-12-25,3.23,0:26:32,26.53,8:13,23,2427,436,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
277,51,09-13-25,6.63,0:57:28,57.47,8:40,63,2427,895,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
278,51,09-14-25,7.66,1:08:04,68.07,8:53,62,2427,1032,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
279,52,09-15-25,6.55,0:54:18,54.30,8:17,62,2427,883,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
280,52,09-16-25,6.78,1:01:39,61.65,9:06,62,2427,914,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
281,52,09-17-25,8.01,1:14:26,74.43,9:18,87,2549,1082,Strava,Asics Gel-Venture 8,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
282,52,09-18-25,6.61,0:58:49,58.82,8:54,62,2427,891,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
283,52,09-19-25,6.50,0:56:22,56.37,8:40,62,2427,877,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
284,52,09-20-25,6.55,0:56:53,56.88,8:41,62,2427,883,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
285,52,09-21-25,7.74,1:08:39,68.65,8:52,62,2427,1044,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
286,53,09-22-25,6.66,0:55:40,55.67,8:22,62,2427,899,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
287,53,09-23-25,6.56,0:51:39,51.65,7:52,62,2427,885,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
288,53,09-24-25,6.52,0:55:57,55.95,8:35,62,2427,879,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
289,53,09-24-25,6.31,0:54:32,54.53,8:39,87,2549,853,Strava,Asics Gel-Cumulus 26,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
290,53,09-25-25,6.50,0:56:24,56.40,8:41,62,2427,876,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
291,53,09-26-25,6.55,0:57:38,57.63,8:48,62,2427,883,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
292,53,09-27-25,6.52,0:54:32,54.53,8:22,64,2427,879,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
293,53,09-28-25,9.57,1:31:42,91.70,9:35,62,2427,1290,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
294,54,09-29-25,6.57,0:57:10,57.17,8:42,63,2427,886,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
295,54,09-30-25,6.66,0:57:33,57.55,8:38,62,2427,899,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
296,54,10-01-25,8.66,1:18:23,78.38,9:03,62,2427,1167,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
297,54,10-02-25,6.55,0:55:42,55.70,8:30,62,2427,883,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
298,54,10-03-25,6.64,0:56:18,56.30,8:29,62,2427,895,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
299,54,10-04-25,6.64,0:53:49,53.82,8:06,62,2427,897,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
300,54,10-05-25,6.58,0:55:05,55.08,8:22,62,2427,888,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
301,55,10-06-25,6.55,0:51:16,51.27,7:50,62,2427,883,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
302,55,10-07-25,6.61,0:52:35,52.58,7:57,62,2427,892,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
303,55,10-08-25,6.31,0:54:36,54.60,8:39,87,2549,853,Strava,Asics Gel-Cumulus 26,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
304,55,10-09-25,6.52,0:54:02,54.03,8:17,62,2427,880,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
305,55,10-10-25,6.32,0:56:48,56.80,8:59,51,2427,853,Strava,Asics Gel-Cumulus 26,Caldwell,Solo,Concrete,,
306,55,10-11-25,26.44,3:43:44,223.73,8:28,195,2719,3564,Strava,Asics Gel-Cumulus 26,Boise,Race,Asphalt,City of Trees Marathon,Greenbelt - Ann Morrison Park
307,55,10-12-25,6.54,1:00:49,60.82,9:18,62,2427,882,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
308,56,10-13-25,6.23,1:01:19,61.32,9:51,51,2427,841,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
309,56,10-14-25,6.24,0:51:01,51.02,8:11,51,2427,842,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
310,56,10-15-25,6.56,1:00:35,60.58,9:14,63,2127,884,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
311,56,10-15-25,7.77,1:06:01,66.02,8:30,87,2549,1050,Strava,Asics Gel-Venture 8,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
312,56,10-16-25,6.54,0:55:51,55.85,8:32,62,2427,882,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
313,56,10-17-25,6.48,0:58:33,58.55,9:02,62,2427,874,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
314,56,10-18-25,6.23,0:52:02,52.03,8:21,59,2427,840,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
315,56,10-19-25,9.28,1:27:20,87.33,9:25,1270,3895,1348,Strava,Asics Gel-Venture 8,Boise,Run Club,Dirt Hills,BAR,Camel's Back Trail
316,57,10-20-25,6.73,0:56:00,56.00,8:19,69,2427,908,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
317,57,10-21-25,6.48,0:51:48,51.80,8:00,62,2427,874,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
318,57,10-22-25,6.63,0:59:32,59.53,8:59,62,2427,894,Strava,Asics Gel-Contend 7,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
319,57,10-22-25,4.04,0:44:01,44.02,10:54,69,2549,546,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
320,57,10-23-25,6.62,0:53:58,53.97,8:09,62,2427,893,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
321,57,10-24-25,6.52,0:52:19,52.32,8:01,62,2427,880,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
322,57,10-25-25,6.56,1:01:05,61.08,9:19,62,2427,885,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
323,57,10-26-25,7.53,1:06:38,66.63,8:51,952,3544,1072,Strava,Asics Gel-Venture 10,Boise,Run Club,Dirt Hills,BAR,Camel's Back Trail
324,58,10-27-25,6.70,0:57:11,57.18,8:32,51,2427,904,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
325,58,10-28-25,6.52,0:57:17,57.28,8:47,62,2427,879,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
326,58,10-30-25,6.28,1:00:15,60.25,9:36,346,624,862,Strava,Asics Gel-Venture 10,San Marcos,Solo,Concrete,,
327,58,10-31-25,7.00,1:00:48,60.80,8:41,83,589,945,Strava,Asics Gel-Venture 10,San Marcos,Solo,Concrete,,
328,58,11-01-25,6.35,0:50:21,50.35,7:56,94,629,858,Strava,Asics Gel-Venture 10,San Marcos,Solo,Concrete,,
329,58,11-02-25,7.32,1:16:54,76.90,10:30,1406,766,1196,Strava,Asics Gel-Venture 10,Cambria,Solo,Dirt Hills,,Cambria Ranch Trail
330,59,11-03-25,6.24,1:07:26,67.43,10:48,1356,733,1050,Strava,Asics Gel-Venture 10,Cambria,Solo,Dirt Hills,,Cambria Ranch Trail
331,59,11-04-25,9.00,1:24:32,84.53,9:24,116,2460,1218,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
332,59,11-05-25,13.28,2:02:59,122.98,9:16,165,2460,1795,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
333,59,11-06-25,12.15,1:59:56,119.93,9:52,141,2460,1644,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
334,59,11-07-25,11.64,1:44:00,104.00,8:56,133,2460,1573,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
335,59,11-08-25,6.28,0:58:42,58.70,9:21,52,2429,847,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
336,59,11-09-25,6.33,0:49:21,49.35,7:48,44,2429,854,Strava,Asics Gel-Venture 10,Boise,Run Club,Dirt Hills,BAR,Camel's Back Trail
337,60,11-10-25,9.50,1:18:15,78.25,8:14,1272,3895,1375,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
338,60,11-11-25,12.01,1:54:55,114.92,9:34,145,2460,1625,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
339,60,11-12-25,12.34,1:51:09,111.15,9:00,158,2460,1668,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
340,60,11-13-25,4.14,0:37:18,37.30,9:01,70,2549,560,Strava,Asics Gel-Venture 10,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
341,60,11-13-25,11.11,1:52:44,112.73,10:09,130,2460,1503,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
342,60,11-14-25,12.12,1:51:55,111.92,9:14,131,2460,1638,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
343,60,11-15-25,9.09,1:22:36,82.60,9:05,109,2460,1230,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
344,60,11-16-25,4.01,0:41:28,41.47,10:20,69,2549,542,Strava,Asics Gel-Venture 10,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
345,61,11-17-25,6.25,0:56:40,56.67,9:04,51,2427,842,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
346,61,11-18-25,8.57,1:17:59,77.98,9:06,108,2460,1161,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
347,61,11-19-25,6.50,1:02:00,62.00,9:32,62,2427,876,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
348,61,11-20-25,6.67,0:57:12,57.20,8:35,47,2429,899,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
349,61,11-21-25,7.42,1:05:49,65.82,8:52,98,2460,1003,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
350,61,11-22-25,6.91,1:06:34,66.57,9:38,58,2429,933,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
351,61,11-23-25,3.46,0:31:57,31.95,9:14,23,2427,467,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
352,62,11-25-25,5.06,0:56:51,56.85,11:14,62,2420,683,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
353,62,11-26-25,3.12,0:29:24,29.40,9:25,80,2554,425,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
354,62,11-26-25,7.54,1:11:14,71.23,9:27,101,2460,1020,Strava,Asics Gel-Venture 10,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
355,62,11-27-25,4.80,0:47:45,47.75,9:57,38,2429,647,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
356,62,11-29-25,6.56,1:01:49,61.82,9:25,70,2427,885,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
357,63,12-01-25,6.64,0:57:53,57.88,8:43,62,2427,896,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
358,63,12-02-25,3.30,0:28:26,28.43,8:37,23,2427,445,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
359,63,12-03-25,6.29,0:53:04,53.07,8:26,87,2549,851,Strava,Asics Gel-Venture 10,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
360,63,12-04-25,6.38,0:54:29,54.48,8:32,51,2427,861,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
361,63,12-06-25,12.06,1:47:39,107.65,8:56,141,2460,1629,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
362,64,12-08-25,12.08,1:48:31,108.52,8:59,140,2460,1633,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
363,64,12-10-25,3.68,0:31:58,31.97,8:41,77,2549,499,Strava,Asics Gel-Venture 10,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
364,64,12-11-25,10.69,1:43:09,103.15,9:39,120,2460,1445,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
365,64,12-13-25,12.13,1:46:38,106.63,8:47,134,2459,1638,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
366,64,12-14-25,3.12,0:27:46,27.77,8:54,37,2427,422,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
367,65,12-15-25,5.47,0:47:17,47.28,8:39,104,2551,740,Strava,Asics Gel-Venture 10,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
368,65,12-18-25,6.24,0:59:23,59.38,9:31,109,2459,844,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
369,65,12-20-25,12.66,1:55:48,115.80,9:09,227,2459,1714,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
370,66,12-24-25,12.24,1:33:18,93.30,7:37,160,2459,1653,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
371,66,12-25-25,13.29,2:04:31,124.52,9:22,231,2459,1799,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
372,66,12-26-25,6.33,0:55:11,55.18,8:43,60,2427,854,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
373,66,12-27-25,6.32,0:56:23,56.38,8:55,60,2427,853,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
374,67,12-29-25,6.59,0:58:19,58.32,8:51,61,2427,889,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
375,67,12-29-25,6.46,0:59:02,59.03,9:08,109,2459,874,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
376,67,12-30-25,6.27,0:55:04,55.07,8:47,60,2427,846,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
377,67,12-31-25,6.24,0:56:01,56.02,8:59,109,2459,845,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
378,67,01-03-26,12.42,1:49:29,109.48,8:49,189,2459,1679,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
379,67,01-04-26,7.37,1:05:17,65.28,8:51,112,2458,997,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
380,67,01-04-26,7.40,1:06:53,66.88,9:02,113,2459,1002,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
381,68,01-05-26,7.50,1:06:18,66.30,8:50,111,2456,1014,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
382,68,01-06-26,6.24,0:54:02,54.03,8:40,109,2459,845,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
383,68,01-07-26,6.28,0:58:20,58.33,9:17,111,2459,850,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
384,68,01-08-26,8.28,0:59:16,59.27,7:09,72,2427,944,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
385,68,01-09-26,7.57,1:02:22,62.37,8:14,114,2459,1024,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
